Metabolite,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
6176,Oligopeptides,Cyclic peptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides
6258,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6213,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6147,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
6263,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6072,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6159,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6306,Small peptides,Simple diketopiperazine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6318,Small peptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6355,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6148,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6329,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6395,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
6297,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
6273,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6397,Anthranilic acid alkaloids,Simple indole alkaloids,Alkaloids,Benzenoids,NA,NA,NA
6414,Tyrosine alkaloids,Marine-bacterial DPEs,Alkaloids,Organoheterocyclic compounds,Azoles,Dithiazoles,Dithiazolethiones
6385,Diphenyl ethers (DPEs),Marine-bacterial DPEs,Shikimates and Phenylpropanoids,Benzenoids,NA,NA,NA
6202,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6585,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6612,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6534,Tyrosine alkaloids,Marine-bacterial DPEs,Alkaloids,Benzenoids,NA,NA,NA
6511,Polycyclic aromatic polyketides,Anthraquinones and anthrones,Alkaloids,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines
6592,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6510,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines
6338,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6674,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6649,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6765,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid amides
6709,Fatty Acids and Conjugates,Branched fatty acids,Fatty acids,Lipids and lipid-like molecules,NA,NA,NA
6714,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Phenylpropanoids and polyketides,Macrolactams,NA,NA
6761,Monoterpenoids,Dipeptides,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tertiary amines
6590,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6733,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6834,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6740,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6779,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6436,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6871,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6444,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7044,Aromatic polyketides,Catechols with side chains,Fatty acids,Benzenoids,Phenol ethers,NA,NA
6867,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
7130,Ornithine alkaloids,Marine-bacterial DPEs,Alkaloids,Organoheterocyclic compounds,NA,NA,NA
7356,Oligopeptides,Cyclic peptides,Polyketides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides
7046,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6648,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6923,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7026,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
6983,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6883,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7009,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
6997,Fatty esters,Piperidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
6972,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
6958,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
7016,Phenolic acids (C6-C1),Gallotannins,Carbohydrates,Phenylpropanoids and polyketides,Tannins,NA,NA
6996,Pseudoalkaloids,Linear peptides,Alkaloids,Organosulfur compounds,Thioethers,Aryl thioethers,Alkylarylthioethers
7033,Tryptophan alkaloids,Marine-bacterial DPEs,Alkaloids,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA
7058,ÃŽÂ²-lactams,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
7082,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7029,Glycerophospholipids,Glycerophosphoethanolamines,Fatty acids,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines
6855,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7364,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7030,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7199,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7051,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7581,Tryptophan alkaloids,Marine-bacterial DPEs,Alkaloids,Benzenoids,NA,NA,NA
6664,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7011,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7135,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7204,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7074,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7272,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
7302,Nucleosides,Purine nucleos(t)ides,Carbohydrates,"Nucleosides, nucleotides, and analogues",Purine nucleotides,NA,NA
7320,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,NA
7328,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
7606,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7518,Fatty Acids and Conjugates,Branched fatty acids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,NA
7387,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
7398,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7464,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7460,Pseudoalkaloids,Thiodiketopiperazine alkaloids,Alkaloids,Organoheterocyclic compounds,NA,NA,NA
7371,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7472,Small peptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7489,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
7519,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7456,Fatty esters,Fatty alcohols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA
7539,Ornithine alkaloids,Polyamines,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,NA
7622,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7524,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7558,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Organic phosphoric acids and derivatives,NA,NA
7560,Ornithine alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Organic dithiophosphoric acids and derivatives,NA,NA
7548,Fatty Acids and Conjugates,Hydroxy fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
7574,Peptide alkaloids,Simple amide alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA
7656,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7589,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7592,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
7739,Pseudoalkaloids,pteridine alkaloids,Alkaloids,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates
